Index,Company Name,Symbol,Price,Sector,Industry,NAICS,Beta,PE,EPS
27,Adventus Mining Corporation,ADZN,0.95,Basic Materials,Metals & Mining,"Copper, Nickel, Lead and Zinc Ore Mining(212230)",0.562137,N/A,-0.040000
28,ADYA Inc.,ADYA,0.01,Communication Services,Communication Services,Wireless Telecommunications Carriers (except Satellite)(517312),4.745213,N/A,-0.010000
29,Aequus Pharmaceuticals Inc.,AQS,0.16,Healthcare,Drug Manufacturers,Pharmaceutical Preparation Manufacturing(325412),0.486209,N/A,-0.040000
30,Aequus Pharmaceuticals Inc. db02May2022,AQS.DB,,nan,nan,nan,N/A,N/A,N/A
31,Aequus Pharmaceuticals Inc. wt 02May2022,AQS.WT,,nan,nan,nan,N/A,N/A,N/A
32,Aethon Minerals Corporation,AET,0.14,Basic Materials,Metals & Mining,"Copper Rolling, Drawing, Extruding and Alloying(331420)",3.233219,N/A,-0.160000
33,AEX Gold Inc.,AEX,0.29,Basic Materials,Metals & Mining,Gold Ore Mining(212221),0.370243,N/A,-0.080000
34,AF1 Capital Corp.,AFC.P,0.125,Financial Services,Asset Management,Miscellaneous Financial Investment Activities(523999),2.376137,N/A,-0.030000
35,Affinity Metals Corp.,AFF,0.1,Basic Materials,Metals & Mining,All Other Metal Ore Mining(212299),1.646803,N/A,-0.010000
36,Africa Energy Corp.,AFE,0.225,Energy,Oil & Gas - E&P,Crude Petroleum Extraction(211120),0.887256,N/A,-0.020000
37,"African Gold Group, Inc.",AGG,0.185,Basic Materials,Metals & Mining,Gold Ore Mining(212221),2.03924,N/A,-0.07
38,Aguia Resources Limited,AGRL,0.1,Basic Materials,Metals & Mining,,0.453755,N/A,N/A
39,Aguila American Gold Limited,AGL,0.21,Basic Materials,Metals & Mining,Gold Ore Mining(212221),2.650131,3.70,0.060000
40,AIM3 Ventures Inc.,AIMC.P,0.155,Financial Services,Asset Management,Miscellaneous Financial Investment Activities(523999),4.739094,1.90,0.080000
41,AirIQ Inc,IQ,0.18,Technology,Application Software,Software Publishers(511210),1.094915,12.70,0.010000
42,Alba Minerals Ltd.,AA,0.055,Basic Materials,Metals & Mining,All Other Metal Ore Mining(212299),1.508098,4.20,0.010000
43,Albert Mining Inc.,AIIM,0.09,Basic Materials,Metals & Mining,All Other Metal Ore Mining(212299),4.356938,N/A,-0.010000
44,Aldebaran Resources Inc.,ALDE,0.435,Basic Materials,Metals & Mining,All Other Metal Ore Mining(212299),1.889763,N/A,-0.020000
45,Aldever Resources Inc.,ALD,0.065,Basic Materials,Metals & Mining,Uranium-Radium-Vanadium Ore Mining(212291),-0.812737,N/A,-0.07
46,Alexandria Minerals Corporation,AZX,0.065,Basic Materials,Metals & Mining,Gold Ore Mining(212221),1.370487,N/A,-0.010000
47,Algold Resources Ltd.,ALG,0.125,Basic Materials,Metals & Mining,All Other Metal Ore Mining(212299),0.842793,N/A,-0.640000
48,Alianza Minerals Ltd.,ANZ,0.065,Basic Materials,Metals & Mining,All Other Metal Ore Mining(212299),0.15981,N/A,-0.010000
49,Allegiant Gold Ltd.,AUAU,0.13,Basic Materials,Metals & Mining,Gold Ore Mining(212221),-1.04775,N/A,-0.020000
50,Alliance Mining Corp.,ALM,0.005,Basic Materials,Metals & Mining,Gold Ore Mining(212221),1.688938,N/A,-0.020000
51,Allied Hotel Properties Inc.,AHP,0.16,Consumer Cyclical,Travel & Leisure,Hotels (except Casino Hotels) and Motels(721110),-0.420516,10.70,0.020000
52,Almadex Minerals Ltd.,DEX,0.3,Basic Materials,Metals & Mining,Gold Ore Mining(212221),-0.417227,N/A,-0.120000
53,Aloro Mining Corp.,AORO,0.06,Basic Materials,Metals & Mining,Gold Ore Mining(212221),1.389827,N/A,-0.020000
54,Alpha Peak Leisure Inc.,AAP,0.065,Consumer Cyclical,Travel & Leisure,Amusement and Theme Parks(713110),0.542466,N/A,-0.060000
55,Alphamin Resources Corp.,AFM,0.24,Basic Materials,Metals & Mining,,-0.372778,N/A,0.00
56,Alphanco Venture Corp.,AVC.P,0.17,Financial Services,Asset Management,Offices of Other Holding Companies(551112),N/A,N/A,-0.05
57,Alphinat Inc.,NPA,0.05,Technology,Application Software,Computer and Computer Peripheral Equipment and Software Merchant Wholesalers(423430),2.739361,N/A,-0.010000
58,Altai Resources Inc,ATI,0.075,Energy,Oil & Gas - E&P,Crude Petroleum Extraction(211120),1.608424,N/A,0.00
59,Altair Resources Inc.,AVX,0.055,Basic Materials,Metals & Mining,All Other Metal Ore Mining(212299),3.069325,N/A,-0.220000
60,Altamira Gold Corp.,ALTA,0.06,Basic Materials,Metals & Mining,Gold Ore Mining(212221),1.699707,N/A,-0.190000
61,Altan Nevada Minerals Limited,ANE,0.055,Basic Materials,Metals & Mining,All Other Metal Ore Mining(212299),4.85792,N/A,-0.010000
62,Altima Resources Ltd.,ARH,0.02,Energy,Oil & Gas - E&P,Crude Petroleum Extraction(211120),3.998486,N/A,0.00
63,Altiplano Metals Inc.,APN,0.095,Basic Materials,Metals & Mining,All Other Metal Ore Mining(212299),0.281905,N/A,-0.040000
64,Alto Ventures Ltd.,ATV,0.025,Basic Materials,Metals & Mining,Gold Ore Mining(212221),4.832432,N/A,-0.020000
65,Altura Energy Inc.,ATU,0.43,Energy,Oil & Gas - E&P,Crude Petroleum Extraction(211120),1.554252,14.00,0.030000
66,Alturas Minerals Corp,ALT,0.01,Basic Materials,Metals & Mining,All Other Metal Ore Mining(212299),2.511704,N/A,-0.010000
67,Altus Strategies PLC,ALTS,0.09,Basic Materials,Metals & Mining,,3.558022,N/A,N/A
68,Alvopetro Energy Ltd.,ALV,0.84,Energy,Oil & Gas - E&P,Crude Petroleum Extraction(211120),2.470158,N/A,-0.07
69,ALX Uranium Corp.,AL,0.06,Basic Materials,Metals & Mining,All Other Metal Ore Mining(212299),2.671459,N/A,-0.030000
70,AM Resources Corp.,AMR,0.09,Basic Materials,Metals & Mining,All Other Metal Ore Mining(212299),2.476879,N/A,-0.090000
71,Amarc Resources Ltd.,AHR,0.055,Basic Materials,Metals & Mining,All Other Metal Ore Mining(212299),1.030157,N/A,-0.010000
72,Amarillo Gold Corporation,AGC,0.205,Basic Materials,Metals & Mining,Gold Ore Mining(212221),0.827696,N/A,-0.040000
73,American Creek Resources Ltd,AMK,0.035,Basic Materials,Metals & Mining,All Other Metal Ore Mining(212299),1.155651,N/A,0.00
74,American Helium Inc.,AHE,0.05,Basic Materials,Metals & Mining,All Other Metal Ore Mining(212299),12.106173,N/A,-0.040000
75,American Lithium Corp.,LI,0.22,Basic Materials,Metals & Mining,All Other Metal Ore Mining(212299),4.7506,N/A,-0.260000
76,American Manganese Inc,AMY,0.14,Basic Materials,Metals & Mining,All Other Metal Ore Mining(212299),2.359205,N/A,-0.010000
77,Amex Exploration Inc.,AMX,0.78,Basic Materials,Metals & Mining,Gold Ore Mining(212221),2.685978,N/A,-0.110000
78,Amilot Capital Inc.,TOM,0.04,Basic Materials,Metals & Mining,Gold Ore Mining(212221),2.151251,N/A,-0.030000
79,Amwolf Capital Corp.,AMW.P,0.15,Financial Services,Asset Management,Miscellaneous Financial Investment Activities(523999),N/A,N/A,N/A
80,AnalytixInsight Inc.,ALY,0.36,Financial Services,Brokers & Exchanges,Securities Brokerage(523120),2.069025,N/A,-0.020000
81,Anconia Resources Corp.,ARA,0.01,Basic Materials,Metals & Mining,All Other Nonmetallic Mineral Mining(212399),1.420917,5.50,0.00
82,Anfield Energy Inc.,AEC,0.195,Basic Materials,Metals & Mining,Uranium-Radium-Vanadium Ore Mining(212291),0.903948,N/A,-0.270000
83,Angel Gold Corp.,ANG,0.02,Basic Materials,Metals & Mining,All Other Metal Ore Mining(212299),1.102881,N/A,0.00
84,Angkor Gold Corp.,ANK,0.13,Basic Materials,Metals & Mining,All Other Metal Ore Mining(212299),0.108705,N/A,-0.020000
85,Angus Ventures Inc.,GUS.P,0.285,Financial Services,Asset Management,Miscellaneous Financial Investment Activities(523999),0.656541,N/A,-0.010000
86,Anquiro Ventures Ltd.,AQR.P,0.15,Financial Services,Asset Management,Miscellaneous Financial Investment Activities(523999),1.390829,0.50,0.320000
87,Antera Ventures I Corp.,ANTI.P,0.1,Financial Services,Asset Management,Investment Advice(523930),N/A,N/A,-0.05
88,Antibe Therapeutics Inc.,ATE,0.335,Healthcare,Biotechnology,Pharmaceutical Preparation Manufacturing(325412),-0.910504,N/A,-0.05
89,Antioquia Gold Inc,AGD,0.03,Basic Materials,Metals & Mining,All Other Metal Ore Mining(212299),0.03981,N/A,-0.010000
90,Antler Gold Inc.,ANTL,0.07,Basic Materials,Metals & Mining,All Other Metal Ore Mining(212299),2.699682,N/A,-0.020000
91,Apex Resources Inc.,APX,0.05,Basic Materials,Metals & Mining,All Other Metal Ore Mining(212299),2.044764,N/A,-0.030000
92,Apolo II Acquisition Corp.,APII.P,0.125,Financial Services,Asset Management,Investment Advice(523930),-0.417175,N/A,-0.010000
93,Apolo III Acquisition Corp.,AIII.P,0.115,Financial Services,Asset Management,Miscellaneous Financial Investment Activities(523999),0.570697,N/A,-0.020000
94,Appili Therapeutics Inc.,APLI,,nan,nan,nan,N/A,N/A,N/A
95,Appulse Corporation,APL,0.165,Industrials,Industrial Products,All Other Miscellaneous General Purpose Machinery Manufacturing(333999),1.002102,9.00,0.020000
96,Arch Biopartners Inc.,ARCH,1.2,Healthcare,Biotechnology,Pharmaceutical Preparation Manufacturing(325412),0.216491,N/A,-0.060000
97,Archon Minerals Ltd.,ACS,0.5,Basic Materials,Metals & Mining,All Other Metal Ore Mining(212299),-0.860271,N/A,-0.020000
98,Arcpacific Resources Corp.,ACP,0.04,Basic Materials,Metals & Mining,All Other Nonmetallic Mineral Mining(212399),2.538321,N/A,-0.020000
99,Arctic Hunter Energy Inc.,AHU,0.04,Energy,Oil & Gas - E&P,Crude Petroleum Extraction(211120),-0.071629,N/A,-0.040000
100,Arctic Star Exploration Corp.,ADD,0.05,Basic Materials,Metals & Mining,All Other Metal Ore Mining(212299),3.448897,N/A,-0.030000
101,Arcus Development Group Inc,ADG,0.035,Basic Materials,Metals & Mining,All Other Metal Ore Mining(212299),0.116974,N/A,0.00
102,Arcwest Exploration Inc.,AWX,0.07,Basic Materials,Metals & Mining,All Other Metal Ore Mining(212299),-0.985104,N/A,-0.030000
103,Arena Minerals Inc.,AN,0.065,Basic Materials,Metals & Mining,"Copper, Nickel, Lead and Zinc Ore Mining(212230)",0.677925,N/A,-0.020000
104,Argentina Lithium and Energy Corp.,LIT,0.065,Basic Materials,Metals & Mining,All Other Metal Ore Mining(212299),6.53895,N/A,-0.320000
105,Argentum Silver Corp,ASL,0.18,Basic Materials,Metals & Mining,All Other Metal Ore Mining(212299),2.696058,N/A,-0.040000
106,ARHT Media Inc.,ART,0.1,Technology,Application Software,Custom Computer Programming Services(541511),-0.38067,N/A,-0.210000
107,Arianne Phosphate Inc.,DAN,0.56,Basic Materials,Metals & Mining,All Other Metal Ore Mining(212299),0.498106,N/A,-0.030000
108,Arizona Silver Exploration Inc.,AZS,0.12,Basic Materials,Metals & Mining,Silver Ore Mining(212222),0.715215,N/A,-0.020000
109,Armada Data Corporation,ARD,0.07,Technology,Online Media,"Data Processing, Hosting, and Related Services(518210)",0.658928,8.40,0.010000
110,Armor Minerals Inc.,A,0.43,Basic Materials,Metals & Mining,All Other Metal Ore Mining(212299),-0.244493,N/A,0.00
111,Arrow Exploration Corp.,AXL,0.245,Energy,Oil & Gas - E&P,Crude Petroleum Extraction(211120),1.331937,N/A,-0.030000
112,Arrowstar Resources Ltd,AWS,0.12,Basic Materials,Metals & Mining,All Other Metal Ore Mining(212299),0.348283,N/A,-0.020000
113,Ascot Resources Ltd.,AOT,0.69,Basic Materials,Metals & Mining,Gold Ore Mining(212221),0.682178,17.50,0.040000
114,Ashanti Gold Corp.,AGZ,0.035,Basic Materials,Metals & Mining,Gold Ore Mining(212221),4.894557,N/A,-0.080000
115,Ashanti Sankofa Inc.,ASI,0.05,Basic Materials,Metals & Mining,All Other Metal Ore Mining(212299),2.680929,N/A,-0.010000
116,ASIABASEMETALS INC.,ABZ,0.59,Basic Materials,Metals & Mining,All Other Metal Ore Mining(212299),2.163996,N/A,-0.030000
117,Asian Mineral Resources Limited,ASN,0.1,Basic Materials,Metals & Mining,All Other Miscellaneous Nonmetallic Mineral Product Manufacturing(327999),2.333021,0.00,3.970000
118,Asian Television Network International Ltd.,SAT,0.105,Consumer Cyclical,Entertainment,Television Broadcasting(515120),0.5298,N/A,-0.07
119,Assure Holdings Corp.,IOM,1.45,Healthcare,Health Care Providers,Surgical and Medical Instrument Manufacturing(339112),-4.836306,16.30,0.150000
120,Aston Bay Holdings Ltd.,BAY,0.075,Basic Materials,Metals & Mining,"Copper, Nickel, Lead and Zinc Ore Mining(212230)",0.004118,N/A,-0.010000
121,Astorius Resources Ltd.,ASQ,0.18,Basic Materials,Metals & Mining,All Other Nonmetallic Mineral Mining(212399),2.091713,N/A,-0.320000
122,Astron Connect Inc.,AST,0.12,Financial Services,Asset Management,Investment Advice(523930),-0.806466,N/A,-0.110000
123,ATAC Resources Ltd.,ATC,0.265,Basic Materials,Metals & Mining,Gold Ore Mining(212221),1.513432,N/A,-0.030000
124,ATEX Resources Inc.,ATX,0.27,Basic Materials,Metals & Mining,Gold Ore Mining(212221),1.651815,N/A,-0.040000
125,Athabasca Minerals Inc,ABM,0.66,Basic Materials,Metals & Mining,All Other Metal Ore Mining(212299),3.658031,N/A,-0.080000
126,ATI Airtest Technologies Inc.,AAT,0.02,Industrials,Industrial Products,Other Industrial Machinery Manufacturing(333249),-0.981044,N/A,-0.030000
127,Atico Mining Corporation,ATY,0.28,Basic Materials,Metals & Mining,"Copper, Nickel, Lead and Zinc Ore Mining(212230)",1.655947,3.40,0.080000
128,Atlantic Gold Corporation,AGB,2.89,Basic Materials,Metals & Mining,Gold Ore Mining(212221),0.784521,21.90,0.130000
129,Atlas Engineered Products Ltd.,AEP,0.365,Industrials,Engineering & Construction,Other Building Equipment Contractors(238290),-1.955355,N/A,N/A
130,Aton Resources Inc.,AAN,0.03,Basic Materials,Metals & Mining,All Other Metal Ore Mining(212299),-0.450666,N/A,-0.020000
131,ATW Tech Inc.,ATW,0.035,Technology,Online Media,Internet Publishing and Broadcasting and Web Search Portals(519130),1.626497,N/A,-0.020000
132,Aumento Capital VII Corporation,AUOC.P,0.5,Financial Services,Asset Management,Offices of Other Holding Companies(551112),0.593887,N/A,-0.010000
133,Aura Resources Inc.,AUU,0.08,Basic Materials,Metals & Mining,All Other Metal Ore Mining(212299),1.988302,N/A,-0.030000
134,Auralite Investments Inc.,AAAA,1.6,Financial Services,Asset Management,Miscellaneous Financial Investment Activities(523999),3.546875,N/A,-0.020000
135,Auramex Resource Corp.,AUX,0.065,Basic Materials,Metals & Mining,All Other Metal Ore Mining(212299),0.293233,N/A,-0.010000
136,Aurania Resources Ltd.,ARU,2.95,Basic Materials,Metals & Mining,All Other Metal Ore Mining(212299),-0.993584,N/A,-0.360000
137,Aurcana Corporation,AUN,0.255,Basic Materials,Metals & Mining,Silver Ore Mining(212222),2.59247,N/A,-0.080000
138,AurCrest Gold Inc.,AGO,0.035,Basic Materials,Metals & Mining,Gold Ore Mining(212221),4.391806,N/A,0.00
139,Aurelius Minerals Inc.,AUL,0.025,Basic Materials,Metals & Mining,Gold Ore Mining(212221),-0.745648,N/A,-0.030000
140,Aurion Resources Ltd,AU,1.59,Basic Materials,Metals & Mining,Gold Ore Mining(212221),0.068192,N/A,-0.05
141,Aurora Solar Technologies Inc.,ACU,0.04,Technology,Semiconductors,Other Electronic Component Manufacturing(334419),1.33745,N/A,-0.020000
142,Aurora Spine Corporation,ASG,0.41,Healthcare,Medical Devices,Surgical and Medical Instrument Manufacturing(339112),0.92562,81.50,0.010000
143,Austin Resources Ltd.,AUT,0.015,Basic Materials,Metals & Mining,All Other Metal Ore Mining(212299),2.126069,N/A,0.00
144,Auston Capital Corp.,ASTN.P,0.135,Financial Services,Asset Management,Offices of Other Holding Companies(551112),N/A,N/A,-0.030000
145,Austral Gold Limited,AGLD,0.055,Basic Materials,Metals & Mining,,0.400185,N/A,-0.040000
146,Automotive Finco Corp.,AFCC,1.35,Financial Services,Banks,Public Finance Activities(921130),1.279544,8.50,0.160000
147,Automotive Finco Corp. db30June2022,AFCC.DB,,nan,nan,nan,0.31652,N/A,N/A
148,Auxly Cannabis Group Inc.,XLY,0.81,Healthcare,Drug Manufacturers,Medicinal and Botanical Manufacturing(325411),5.470351,N/A,-0.240000
149,Auxly Cannabis Group Inc. wt ex 30may2020,XLY.WT,,nan,nan,nan,5.293279,N/A,N/A
150,Auxly Cannabis Group Inc wt ex 16jan2020,XLY.WT.A,,nan,nan,nan,2.354598,N/A,N/A
151,Avante Logixx Inc.,XX,1.57,Industrials,Consulting & Outsourcing,Security Systems Services (except Locksmiths)(561621),0.147294,N/A,-0.110000
152,Avanti Energy Inc.,AVN,0.095,Energy,Oil & Gas - E&P,Drilling Oil and Gas Wells(213111),-0.827477,N/A,-0.370000
153,Avidian Gold Corp.,AVG,0.095,Basic Materials,Metals & Mining,Gold Ore Mining(212221),-0.905558,N/A,-0.05
154,Avivagen Inc.,VIV,0.7,Healthcare,Drug Manufacturers,Pharmaceutical Preparation Manufacturing(325412),2.700791,N/A,-0.150000
155,Avricore Health Inc.,AVCR,0.065,Healthcare,Drug Manufacturers,Pharmaceutical Preparation Manufacturing(325412),-0.266439,N/A,-0.110000
156,Avrupa Minerals Ltd,AVU,0.025,Basic Materials,Metals & Mining,All Other Metal Ore Mining(212299),0.641402,N/A,-0.020000
157,Awale Resources Limited,ARIC,0.075,Financial Services,Asset Management,Offices of Other Holding Companies(551112),-0.462502,N/A,-0.060000
158,Axion Ventures Inc.,AXV,0.91,Technology,Application Software,Software Publishers(511210),0.167731,N/A,-0.060000
159,Axis Auto Finance Inc.,AXIS,0.42,Financial Services,Credit Services,Consumer Lending(522291),-0.623156,N/A,-0.090000
160,AXMIN Inc.,AXM,0.44,Basic Materials,Metals & Mining,Gold Ore Mining(212221),1.199182,43.40,0.010000
161,Azarga Metals Corp.,AZR,0.085,Basic Materials,Metals & Mining,Uranium-Radium-Vanadium Ore Mining(212291),-0.85097,N/A,N/A
162,Azimut Exploration Inc.,AZM,0.4,Basic Materials,Metals & Mining,All Other Metal Ore Mining(212299),2.460611,N/A,-0.010000
163,Azincourt Energy Corp.,AAZ,0.04,Basic Materials,Metals & Mining,Uranium-Radium-Vanadium Ore Mining(212291),1.087266,N/A,-0.030000
164,Aztec Minerals Corp.,AZT,0.09,Basic Materials,Metals & Mining,All Other Metal Ore Mining(212299),0.047578,N/A,-0.040000
165,Azucar Minerals Ltd.,AMZ,0.3,Basic Materials,Metals & Mining,Other Chemical and Fertilizer Mineral Mining(212393),0.469288,4.10,0.07
166,Backstageplay Inc.,BP,0.035,Technology,Application Software,Software Publishers(511210),-7.722868,N/A,-0.040000
167,Bankers Cobalt Corp.,BANC,0.03,Basic Materials,Metals & Mining,All Other Metal Ore Mining(212299),3.994297,N/A,-0.14
168,Banyan Gold Corp.,BYN,0.04,Basic Materials,Metals & Mining,Gold Ore Mining(212221),1.576765,N/A,0.00
169,Bard Ventures Ltd.,CBS,0.14,Basic Materials,Metals & Mining,All Other Metal Ore Mining(212299),-3.322758,N/A,-0.030000
170,Barkerville Gold Mines Ltd.,BGM,0.35,Basic Materials,Metals & Mining,Gold Ore Mining(212221),0.455649,N/A,-0.14
171,Barksdale Capital Corp.,BRO,0.52,Basic Materials,Metals & Mining,All Other Miscellaneous Fabricated Metal Product Manufacturing(332999),3.755592,N/A,-0.080000
172,Baroyeca Gold & Silver Inc.,BGS,0.05,Basic Materials,Metals & Mining,All Other Nonmetallic Mineral Mining(212399),3.157502,N/A,-0.05
173,Barrian Mining Corp.,BARI,0.125,Basic Materials,Metals & Mining,All Other Metal Ore Mining(212299),-1.597592,N/A,N/A
174,Barsele Minerals Corp.,BME,0.435,Basic Materials,Metals & Mining,All Other Nonmetallic Mineral Mining(212399),3.144321,N/A,-0.030000
175,Batero Gold Corp,BAT,0.06,Basic Materials,Metals & Mining,All Other Metal Ore Mining(212299),0.21561,N/A,-0.010000
176,Battery Road Capital Corp.,BTRY.P,0.1,Financial Services,Asset Management,Miscellaneous Financial Investment Activities(523999),-1.111926,N/A,-0.010000
177,Bayhorse Silver Inc.,BHS,0.09,Basic Materials,Metals & Mining,All Other Metal Ore Mining(212299),0.489387,N/A,-0.040000
178,Bayshore Petroleum Corp,BSH,0.03,Energy,Oil & Gas - E&P,Support Activities for Oil and Gas Operations(213112),0.733456,N/A,-0.010000
179,BB1 Acquisition Corp.,BBA.P,0.1,Financial Services,Asset Management,Miscellaneous Financial Investment Activities(523999),N/A,N/A,-0.07
180,BCM Resources Corporation,B,0.1,Basic Materials,Metals & Mining,All Other Metal Ore Mining(212299),-0.016848,N/A,-0.010000
181,Bear Creek Mining Corporation,BCM,1.66,Basic Materials,Metals & Mining,All Other Metal Ore Mining(212299),3.38493,N/A,-0.160000
182,Bearclaw Capital Corp.,BRL,0.025,Basic Materials,Metals & Mining,All Other Metal Ore Mining(212299),1.054928,N/A,-0.020000
183,Bearing Lithium Corp.,BRZ,0.2,Basic Materials,Metals & Mining,All Other Nonmetallic Mineral Mining(212399),0.408554,N/A,-0.020000
184,Beauce Gold Fields Inc.,BGF,0.12,Basic Materials,Metals & Mining,All Other Miscellaneous Fabricated Metal Product Manufacturing(332999),1.139113,N/A,N/A
185,Bee Vectoring Technologies International Inc.,BEE,0.175,Basic Materials,Agriculture,Fertilizer (Mixing Only) Manufacturing(325314),1.687326,N/A,-0.040000
186,Bell Copper Corporation,BCU,0.075,Basic Materials,Metals & Mining,"Copper, Nickel, Lead and Zinc Ore Mining(212230)",5.760481,N/A,0.00
187,Belmont Resources Inc.,BEA,0.075,Basic Materials,Metals & Mining,All Other Metal Ore Mining(212299),2.669228,N/A,-0.160000
188,Bemetals Corp.,BMET,0.24,Basic Materials,Metals & Mining,All Other Metal Ore Mining(212299),3.905623,N/A,-0.020000
189,Benchmark Metals Inc.,BNCH,0.265,Basic Materials,Metals & Mining,All Other Metal Ore Mining(212299),-1.925888,N/A,-0.07
190,Benton Resources Inc.,BEX,0.06,Basic Materials,Metals & Mining,All Other Metal Ore Mining(212299),2.13351,2.90,0.020000
191,Benz Mining Corp.,BZ,0.06,Basic Materials,Metals & Mining,All Other Metal Ore Mining(212299),1.095878,N/A,-0.030000
192,Berkwood Resources Ltd.,BKR,0.05,Basic Materials,Metals & Mining,All Other Metal Ore Mining(212299),4.097215,N/A,-0.060000
193,Bessor Minerals Inc.,BST,0.055,Basic Materials,Metals & Mining,All Other Metal Ore Mining(212299),0.30989,5.10,0.010000
194,Betteru Education Corp.,BTRU,0.13,Consumer Defensive,Education,Educational Support Services(611710),2.099772,N/A,-0.120000
195,BeWhere Holdings Inc.,BEW,0.175,Technology,Communication Equipment,Telephone Apparatus Manufacturing(334210),-0.400233,N/A,-0.020000
196,Big Dougie Capital Corp.,STUV.P,0.12,Industrials,Conglomerates,Offices of Other Holding Companies(551112),0.135144,N/A,-0.180000
197,Bioasis Technologies Inc.,BTI,0.26,Healthcare,Biotechnology,Pharmaceutical Preparation Manufacturing(325412),0.487699,N/A,-0.080000
198,BioNeutra Global Corporation,BGA,0.49,Consumer Defensive,Consumer Packaged Goods,Breakfast Cereal Manufacturing(311230),0.809931,49.00,0.010000
199,Biorem Inc.,BRM,0.35,Industrials,Industrial Products,All Other Miscellaneous Waste Management Services(562998),-2.027401,2.80,0.130000
200,BioSyent Inc.,RX,6.36,Healthcare,Drug Manufacturers,Pharmaceutical Preparation Manufacturing(325412),0.025799,17.00,0.380000
201,Bitterroot Resources Ltd.,BTT,0.05,Basic Materials,Metals & Mining,All Other Metal Ore Mining(212299),1.016719,N/A,-0.07
202,Black Mammoth Metals Corporation,BMM,0.02,Basic Materials,Metals & Mining,Gold Ore Mining(212221),0.032802,N/A,-0.020000
203,Blackheath Resources Inc.,BHR,0.015,Basic Materials,Metals & Mining,All Other Metal Ore Mining(212299),6.36549,N/A,-0.010000
